imbalance_level,t_statistic,p_value,standard_mean,weighted_mean
1.0,-0.21250957421471295,0.8514013642679108,69.32000000000001,69.52
0.5,-0.4947820438169015,0.6697641586599499,66.46666666666667,66.72666666666667
0.2,-1.0575578726279018,0.4011249275911345,61.35333333333334,62.23333333333333
0.1,-8.509940773436906,0.013528927953418224,56.166666666666664,59.04666666666666
