imbalance_level,loss_type,mean,std
0.1,standard,56.166666666666664,0.6900241541666029
0.1,weighted,59.04666666666666,1.1868164699452617
0.2,standard,61.35333333333334,0.8400793613304215
0.2,weighted,62.23333333333333,0.622682369537899
0.5,standard,66.46666666666667,1.5536194300192454
0.5,weighted,66.72666666666667,0.7526840860104117
1.0,standard,69.32000000000001,1.6829735589129116
1.0,weighted,69.52,0.3417601498127013
